English,Transliteration,Hebrew
his opponent / his enemy,yerivo,יריבו
to ascribe,leyakhes,לייחס
to stress / to emphasize,lehadgish,להדגיש
and the products of,umutsrei,ומוצרי
and create / and make (m.pl.),veyotsrim,ויוצרים
that were considered,shenekhshevu,שנחשבו
philosopher,filosof,פילוסוף
hold,akhiza,אחיזה
the terms,hamusagim,המושגים
that/who are capable,hamesugalim,המסוגלים
formation / creation / production,hivatsrut,היווצרות
birth,huledet,הולדת
the classical (m.s.),haklasi,הקלאסי
the atomic,ha'atomi,האטומי
the swamps,habitsot,הביצות
his generation,doro,דורו
safety,betikhut,בטיחות
the grammar / the precision,hadikduk,הדקדוק
in movies / with ribbons/strips,besratim,בסרטים
in the movies / with the ribbons/strips,basratim,בסרטים
mathematical (f.pl.),matematiyot,מתמטיות
production,hafaka,הפקה
the heroes,hagiborim,הגיבורים
in plans / in programs / in layouts,betokhniyot,בתוכניות
in the plans / in the programs / in the layouts,batokhniyot,בתוכניות
discovery,taglit,תגלית
worker (f.s.),ovedet,עובדת
the fact of,uvdat,עובדת
the professional (f.s.),hamiktso'it,המקצועית
speculations / assumptions / hypotheses,hash'arot,השערות
the hair,hase'arot,השערות
acquitted / credited / granted a right (f.s.),zikta,זיכתה
missed,hekhmits,החמיץ
the sound,hatslil,הצליל
in a manner / in a way,be'orakh,באורח
from the group of,mikvutsat,מקבוצת
graded / terraced,medorag,מדורג
to/for kinds of / to/for species of,leminei,למיני
to/for a way,le'ofen,לאופן
to/for the way,la'ofen,לאופן
infinite,einsofit,אינסופית
the ingredients / that assemble / that constitute (m.pl),hamarkivim,המרכיבים
the enemies,ha'oyvim,האויבים
samples,dgimot,דגימות
in kinds of / in classes of / in types of,besugei,בסוגי
growth of,tsmikhat,צמיחת
test tube,mavkhena,מבחנה
to/for the receptors of,lekoltanei,לקולטני
and a run / and jogging (n.),veritsa,וריצה
and pleased / and served (penalty) (v.) (m.s.),veritsa,וריצה
injuries,ptsi'ot,פציעות
pairing / matching,zivug,זיווג
storage,ikhsun,אחסון
the bacterium,hakhaidak,החיידק
in civilizations / in cultures / in the civilizations of / in the cultures of,betarbuyot,בתרבויות
in the civilizations / in the cultures,batarbuyot,בתרבויות
in a stadium,be'itstadyon,באצטדיון
in the stadium,ba'itstadyon,באצטדיון
in the examination,bebdikat,בבדיקת
is defined (f.s.),mugderet,מוגדרת
used / exploited (m.s.),menutsal,מנוצל
to/for the medications / to/for the drugs,latrufot,לתרופות
to/for medications / to/for drugs,letrufot,לתרופות
the humidity,halakhut,הלחות
the riddle,hakhida,החידה
genetic (m.s.),geneti,גנטי
you walked / you went (m.s.),halakhta,הלכת
you walked / you went (f.s.),halakht,הלכת
sugars,sukarim,סוכרים
stages of / phases of / rungs of,shlabei,שלבי
receptors,koltanim,קולטנים
deer,ayal,אייל
particles,khelkikim,חלקיקים
fertilization,hafraya,הפריה
fish,dag,דג
enriched,mu'ashar,מועשר
you were tormented (m.s.),hit'aneta,התענית
you were tormented (f.s.),hit'anet,התענית
by induction,be'induktsia,באינדוקציה
carriers,nasa'im,נשאים
the ozone,ha'ozon,האוזון
the uncle,hadod,הדוד
desire for,mitkhashek,מתחשק
I pulled / I attracted / I withdrew,mashakhti,משכתי
their beaks,makoreihem,מקוריהם
dares (m.s.),me'ez,מעז
my thoughts,makhshevotai,מחשבותי
ridiculous (m.pl.),megukhakhim,מגוחכים
we could,yakholnu,יכולנו
upon hearing,leshema,לשמע
to walk,lehithalekh,להתהלך
to think / to meditate / to pronounce,lehegot,להגות
your heart (m.s.),libkha,לבך
your heart (f.s.),libekh,לבך
to/for the next / to/for the person who is coming,laba,לבא
to rest,lanu'akh,לנוח
to fall,linpol,לנפול
look (f.s. imperative) / you will see (f.s.),tir'i,תראי
and why,velama,ולמה
and read / and called (f.s.),vekar'a,וקראה
and you (m.s.),ve'ata,ואתה
vacuum,vakum,ואקום
and I cried (biblical),va'evekh,ואבך
and I will see,ve'er'e,ואראה
and rubbed himself,vehitkhakekh,והתחכך
hearing (in court),shimu'a,שמוע
that/who sat (f.s.),sheyashva,שישבה
that I said,she'amarti,שאמרתי
who said (f.s.),she'amra,שאמרה
bow,kida,קידה
cuckoo,kukiya,קוקיה
I opened (eyes),pakakhti,פקחתי
cans,pakhim,פחים
center / middle,emtsa,אמצא
pieces,khatikhot,חתיכות
with you (m.s.),itkha,אתך
with you (f.s.),itakh,אתך
caterpillars,zkhalim,זחלים
Sir,adoni,אדוני
God,adonai,אדוני
my fist,egrofi,אגרופי
my dear,khavivi,חביבי
I will ask,avakesh,אבקש
I will try,anase,אנסה
forced / raped (f.s.),ansa,אנסה
reactor / melting pot,kur,כור
my pillow,kari,כרי
meadows of,karei,כרי
properly / appropriately / well,kara'ui,כראוי
the miserable (m.pl.),hamiskenim,המיסכנים
the letter,hamikhtav,המכתב
the discoverer / that/who discovers,hamegale,המגלה
sat / settled (f.s.),hityashva,התישבה
twisted / wound (m.s.),hitpatel,התפתל
the roses,havradim,הורדים
the bushes,hasikhim,השיחים
the diarrhea / the earthworms,hashilshulim,השלשולים
the darkness,ha'alata,העלטה
I knew / I recognized,hikarti,הכרתי
the garden,hagina,הגינה
looked (m.s.),hebit,הביט
let go (m.s.),hirpu,הרפו
the bundle / the package,hatsror,הצרור
removed (m.s.),hesir,הסיר
I made it [on time],hispakti,הספקתי
here he is,hinehu,הנהו
cocoon,golem,גולם
quietly,balat,בלאט
for her,bishvila,בשבילה
with joy / playfully,be'alitsut,בעליצות
with pleasure,be'oneg,בעונג
I fabricated,baditi,בדיתי
in my spirit,berukhi,ברוחי
agate,bareket,ברקת
in my plate,betsalakhti,בצלחתי
bundle / package,tsror,צרור
I moved away / I dropped in,sarti,סרתי
I gave,natati,נתתי
I was inclined / I tended to,natiti,נטיתי
queen,malka,מלכה
from all,mikulam,מכולם
ridiculous (m.s.),megukhakh,מגוחך
matzoh,matsa,מצה
will stay / will remain / will be left (m.s.),yisha'er,יישאר
to deal / to engage,lehit'asek,להתעסק
to be useful,leho'il,להועיל
and without,umibli,ומבלי
that/who knew (m.s.),sheyada,שידע
that like this,shekakha,שככה
that you were (m.s.),shehayita,שהיית
that you were (f.s.),shehayit,שהיית
creep,sherets,שרץ
bells of,pa'amonei,פעמוני
quickly,khish,חיש
was rescued / taken off,khulats,חולץ
I will need,etstarekh,אצטרך
direction / adjustment / tuning,kivun,כיון
my shoulder,ktefi,כתפי
the shoulders of,kitfei,כתפי
her/ its wings,knafeha,כנפיה
the airplane,hamatos,המטוס
loss,hefsed,הפסד
the main point / the essence,ha'ikar,העיקר
the thick / the clouds,ha'avim,העבים
the shop / the store,hakhanut,החנות
the tide,hage'ut,הגאות
resembled (m.s.) / her blood,dama,דמה
in/with the blanket,basmikha,בשמיכה
in/with a blanket,bismikha,בשמיכה
in the mouth,bape,בפה
in you / among you (m.pl.),bakhem,בכם
with his wings / in his wings,bikhnafav,בכנפיו
stamps (m.s.),roke'a,רוקע
noise,ra'ash,רעש
vigorous / energetic / lively (m.s.),nimrats,נמרץ
their soul / their spirit / their life,nafesham,נפשם
in front of her,mula,מולה
than usual,meharagil,מהרגיל
imagines / simulates (m.s.),medame,מדמה
imagines / simulates (f.s.),medama,מדמה
will pass / will cross / will go through (pl.),ya'avor,יעבור
to/for the bush / to/for the talk,lasi'akh,לשיח
to/for a bush / to/for a talk,lesi'akh,לשיח
to disrupt,leshabesh,לשבש
to celebrate,lakhgog,לחגוג
to defend oneself,lehitgonen,להתגונן
to allow / to permit,leharshot,להרשות
to feel,lehargish,להרגיש
for the good,letova,לטובה
for a moment,lerega,לרגע
for this moment,larega,לרגע
complaint,tluna,תלונה
hung (pl.),talu,תלו
feelings / sensations,tkhushot,תחושות
give (pl. imperative),tnu,תנו
and to/for me,veli,ולי
veteran / senior,vatik,ותיק
and flew (m.s.),ve'af,ועף
and fell (pl.),venaflu,ונפלו
sang (pl.),sharu,שרו
peel of / shell of,klipat,קליפת
turned (f.s.),panta,פנתה
dark,afel,אפל
his nose,apo,אפו
nut,egoz,אגוז
abducted / kidnapped / snatched,khataf,חטף
recovery,hit'osheshut,התאוששות
the object,hakhefets,החפץ
the show / the performance,hahofa'a,ההופעה
the man,hagever,הגבר
look (m.s. imperative),habet,הבט
the right / the correct,hanakhon,הנכון
crude / coarse / rude,gas,גס
to its full / fully,bimlo,במלוא
[in] an advantage,beyitron,ביתרון
[in] the advantage of,bayitaron,ביתרון
in the conversation,basikha,בשיחה
in a conversation,besikha,בשיחה
[in] a wall,bekir,בקיר
[in] the wall,bakir,בקיר
in a beam / in a ray / in a fund / with a horn / [in] a bugle,bekeren,בקרן
fool / stupid,tipesh,טיפש
emptily,rekam,ריקם
observers / spectators / scouts,tsofim,צופים
buds of,nitsanei,ניצני
rests / rested (f.s.),nakha,נחה
eternity,netsakh,נצח
corrected / repaired (f.s.),metukenet,מתוקנת
out of her/it / from her/it,mitokha,מתוכה
takes out / spends / publishes (m.s.),motsi,מוציא
his residence,mishkano,משכנו
from the eyes of,me'eynei,מעיני
from my eyes,me'eynai,מעיני
gestures,mekhvot,מחוות
express [an opinion] (f.pl.) / from farms,makhavot,מחוות
craftsmanship / artistry,makhshevet,מחשבת
calculates (f.s.),mekhashevet,מחשבת
barrier / block,makhsom,מחסום
looks (m.s.),mebit,מביט
purpose / objective / destination,ya'ad,יעד
[he] will need,yitstarekh,יצטרך
to/for a time,lefa'am,לפעם
to the time,lapa'am,לפעם
for the editing of / for arranging -,le'arikhat,לעריכת
to design,le'atsev,לעצב
to/for sadness / to/for a nerve,le'etsev,לעצב
to/for the sadness / to/for the nerve,la'etsev,לעצב
to/for her life (f.),lekhayeha,לחייה
to/for everybody / to/for everyone,lekulam,לכולם
to throw / to project,lehashlikh,להשליך
their heart,libam,לבם
hopes,tikvot,תקוות
and wanted (m.s.) / and ran (f.s.),veratsa,ורצה
that she will bring (f.s.) / that you will bring (m.s.),shetavi,שתביא
common / widespread (f.s.),shkhikha,שכיחה
flat (f.s.),shtukha,שטוחה
tough,kashu'akh,קשוח
courage,oz,עוז
hot / warm (f.s.) / sun,khama,חמה
singer (m.s.),zamar,זמר
song,zemer,זמר
searches,khipusim,חיפושים
pure / refined,zakh,זך
to us,eleinu,אלינו
blame / guilt,ashma,אשמה
ash / cinder,efer,אפר
back / backward,akhora,אחורה
careful (m.pl.),zehirim,זהירים
liked / likable,ahud,אהוד
mighty / great,adirim,אדירים
his fists,egrofav,אגרופיו
the allowable / the released,hamutar,המותר
the half / the half time,hamakhatsit,המחצית
made noise / growled (m.s.),hama,המה
they are (biblical),hema,המה
the pictures / the photos,hatmunot,התמונות
woke up (f.s.),hit'orera,התעוררה
the low tide / the recession,hashefel,השפל
the heinous,hashafal,השפל
humiliate (m.s. imperative),hashpel,השפל
the rate,haketsev,הקצב
the butcher,hakatsav,הקצב
the hot / the warm,hakham,החם
the reports,hadivukhim,הדיווחים
the dwarf / the midget,hagamad,הגמד
the waves,hagalim,הגלים
the gas,hagaz,הגז
the shearing,hagez,הגז
the worthy of / the suitable / the eligible,hara'ui,הראוי
mountainous,harari,הררי
the expected / the anticipated,hatsafui,הצפוי
the offsprings,hatse'etsa'im,הצאצאים
the snake,hanakhash,הנחש
apartment,dira,דירה
doors,dlatot,דלתות
in his kind,bemino,במינו
surprisingly,bemafti'a,במפתיע
swallowed,bala,בלע
gladly / with pleasure,besimkha,בשמחה
in fruits,bepeirot,בפירות
in the fruits,bapeirot,בפירות
in cows,beparot,בפירות
in the cows,baparot,בפירות
quickly,bizrizut,בזריזות
on the hill of,begiv'at,בגבעת
at/in her home,beveita,בביתה
saw (f.s.),ra'ata,ראתה
worthy of / suitable / eligible,re'uya,ראויה
their legs,raglehem,רגליהם
baskets,salim,סלים
around / in a circle,skhor,סחור
landed (pl.),nakhatu,נחתו
needy / poor,nizkak,נזקק
from whom,mimi,ממי
diligent / persistent,matmid,מתמיד
gift,matat,מתת
increases / multiplies (m.s.),mitrabe,מתרבה
increases / multiplies (f.s.),mitraba,מתרבה
that is promised / that is secured / guaranteed,muvtakh,מובטח
combines / integrates (m.s.),meshalev,משלב
from/of the past,mipa'am,מפעם
beats (heart),mefa'em,מפעם
flight / imagination / vision,ma'of,מעוף
interested (m.s.),me'unyan,מעוניין
appeals / undermines (m.s.),me'ar'er,מערער
gives (f.s.),ma'anika,מעניקה
from the walls of,mekhomot,מחומות
searches (m.s.),mekhapes,מחפש
from four,me'arba'a,מארבעה
adult / elder,mevugar,מבוגר
we found,matsanu,מצאנו
delivered / gave (pl.),masru,מסרו
daily / my day,yomi,יומי
will do (pl.),ya'asu,יעשו
their hands,yedeihem,ידיהם
will bring,yavi,יביא
will succeed (m.s.),yatsli'ach,יצליח
for classification / for categorization,lemiyun,למיון
opposite / against,lemul,למול
to circumcise,lamol,למול
to/for glory,letehila,לתהילה
to/for the glory,latehila,לתהילה
to/for policemen,leshotrim,לשוטרים
to/for the policemen,lashotrim,לשוטרים
to break,lishbor,לשבור
to boards,lekrashim,לקרשים
to the boards,lakrashim,לקרשים
to/for peasants / to/for farmers,le'ikarim,לאיכרים
to/for the peasants / to/for the farmers,la'ikarim,לאיכרים
to worry / to be afraid of,lakhshosh,לחשוש
to balance,le'azen,לאזן
to the areas of,le'azorei,לאזורי
to stop,lakhdol,לחדול
in half,lekhetsi,לחצי
to/for the half,lakhetsi,לחצי
to annul / to put an end to / to destroy / to kill,lekhasel,לחסל
to practice,lehit'amen,להתאמן
to cause to stand / to erect / to set up,leha'amid,להעמיד
to rely / to base oneself on / to refer,lehistamekh,להסתמך
to steal,lignov,לגנוב
to the request of,levakashat,לבקשת
regular / normal,takin,תקין
my role / my function / my duty / my part,tafkidi,תפקידי
my roles / my functions / my duties / my parts,tafkidai,תפקידי
the roles of / the functions of / the duties of / the parts of,tafkidei,תפקידי
and a game / and a toy / and acting,umiskhak,ומשחק
and plays / and acts,umsakhek,ומשחק
and up,vamala,ומעלה
and lifts / and raises (m.s.),uma'ale,ומעלה
and lifts / and raises (f.s.),uma'ala,ומעלה
and outside [of],umikhuts,ומחוץ
and constitutes / and comprises (m.s.),umehave,ומהווה
and constitutes / and comprises (f.s.),umehava,ומהווה
and there are (f.pl.),veyeshnan,וישנן
and vice versa,ulehefekh,ולהפך
